kode,kabupaten,tahun,persen_miskin,garis_kemiskinan,jumlah_miskin,tpt,nama_clean
3373,Kota Salatiga,2016,5.24,345146,9.7,6.75,SALATIGA
3374,Kota Semarang,2016,4.85,382160,83.6,7.56,KOTA SEMARANG
3375,Kota Pekalongan,2016,7.92,375600,23.6,6.45,KOTA PEKALONGAN
3376,Kota Tegal,2016,8.2,395631,20.3,9.34,KOTA TEGAL
3301,Kabupaten Cilacap,2017,13.94,307041,238.3,6.3,CILACAP
3302,Kabupaten Banyumas,2017,17.05,357748,283.2,4.62,BANYUMAS
3303,Kabupaten Purbalingga,2017,18.8,313343,171.9,5.33,PURBALINGGA
3304,Kabupaten Banjarnegara,2017,17.21,264387,156.8,4.72,BANJARNEGARA
3305,Kabupaten Kebumen,2017,19.6,325819,233.4,5.58,KEBUMEN
3306,Kabupaten Purworejo,2017,13.81,325871,98.6,3.64,PURWOREJO
3307,Kabupaten Wonosobo,2017,20.32,308553,159.2,4.18,WONOSOBO
3308,Kabupaten Magelang,2017,12.42,281237,157.2,2.44,MAGELANG
3309,Kabupaten Boyolali,2017,11.96,293405,116.4,3.67,BOYOLALI
3310,Kabupaten Klaten,2017,14.15,376305,165.0,4.35,KLATEN
3311,Kabupaten Sukoharjo,2017,8.75,337037,76.7,2.27,SUKOHARJO
3312,Kabupaten Wonogiri,2017,12.9,284710,123.0,2.38,WONOGIRI
3313,Kabupaten Karanganyar,2017,12.28,340538,106.8,3.17,KARANGANYAR
3314,Kabupaten Sragen,2017,14.02,292544,124.0,4.55,SRAGEN
3315,Kabupaten Grobogan,2017,13.27,345379,181.0,3.02,GROBOGAN
3316,Kabupaten Blora,2017,13.04,291114,111.9,2.85,BLORA
3317,Kabupaten Rembang,2017,18.35,354440,115.2,3.19,REMBANG
3318,Kabupaten Pati,2017,11.38,393817,141.7,3.83,PATI
3319,Kabupaten Kudus,2017,7.59,373224,64.4,3.56,KUDUS
3320,Kabupaten Jepara,2017,8.12,355607,99.0,4.84,JEPARA
3321,Kabupaten Demak,2017,13.41,371525,152.6,4.47,DEMAK
3322,Kabupaten Semarang,2017,7.78,317935,79.7,1.78,SEMARANG
3323,Kabupaten Temanggung,2017,11.46,277707,86.8,2.97,TEMANGGUNG
3324,Kabupaten Kendal,2017,11.1,335497,106.1,4.93,KENDAL
3325,Kabupaten Batang,2017,10.8,249292,81.5,5.82,BATANG
3326,Kabupaten Pekalongan,2017,12.61,354435,111.6,4.39,PEKALONGAN
3327,Kabupaten Pemalang,2017,17.37,331584,225.0,5.59,PEMALANG
3328,Kabupaten Tegal,2017,9.9,319758,141.8,7.33,TEGAL
3329,Kabupaten Brebes,2017,19.14,382125,343.5,8.04,BREBES
3371,Kota Magelang,2017,8.75,450908,10.6,6.68,KOTA MAGELANG
3372,Kota Surakarta,2017,10.65,448062,54.9,4.47,SURAKARTA
3373,Kota Salatiga,2017,5.07,359944,9.6,3.96,SALATIGA
3374,Kota Semarang,2017,4.62,402297,80.9,6.61,KOTA SEMARANG
3375,Kota Pekalongan,2017,7.47,390555,22.5,5.05,KOTA PEKALONGAN
3376,Kota Tegal,2017,8.11,418845,20.1,8.19,KOTA TEGAL
3301,Kabupaten Cilacap,2018,11.25,320106,193.2,7.49,CILACAP
3302,Kabupaten Banyumas,2018,13.5,366442,226.2,4.15,BANYUMAS
3303,Kabupaten Purbalingga,2018,15.62,324735,144.2,6.02,PURBALINGGA
3304,Kabupaten Banjarnegara,2018,15.46,278210,141.7,3.99,BANJARNEGARA
3305,Kabupaten Kebumen,2018,17.47,342437,208.7,5.48,KEBUMEN
3306,Kabupaten Purworejo,2018,11.67,335995,83.5,4.43,PURWOREJO
3307,Kabupaten Wonosobo,2018,17.58,323490,138.3,3.5,WONOSOBO
3308,Kabupaten Magelang,2018,11.23,296327,143.4,2.89,MAGELANG
3309,Kabupaten Boyolali,2018,10.04,304575,98.2,2.18,BOYOLALI
3310,Kabupaten Klaten,2018,12.96,397447,151.7,3.14,KLATEN
3311,Kabupaten Sukoharjo,2018,7.41,345363,65.4,2.72,SUKOHARJO
3312,Kabupaten Wonogiri,2018,10.75,293357,102.8,2.28,WONOGIRI
3313,Kabupaten Karanganyar,2018,10.01,348896,87.8,2.28,KARANGANYAR
3314,Kabupaten Sragen,2018,13.12,312106,116.4,4.83,SRAGEN
3315,Kabupaten Grobogan,2018,12.31,366192,168.7,2.22,GROBOGAN
3316,Kabupaten Blora,2018,11.9,308520,102.5,3.3,BLORA
3317,Kabupaten Rembang,2018,15.41,365443,97.4,2.83,REMBANG
3318,Kabupaten Pati,2018,9.9,414316,123.9,3.57,PATI
3319,Kabupaten Kudus,2018,6.98,393078,60.0,3.28,KUDUS
3320,Kabupaten Jepara,2018,7.0,371296,86.5,3.75,JEPARA
3321,Kabupaten Demak,2018,12.54,402211,144.1,7.03,DEMAK
3322,Kabupaten Semarang,2018,7.29,341576,75.7,2.25,SEMARANG
3323,Kabupaten Temanggung,2018,9.87,287981,75.4,3.23,TEMANGGUNG
3324,Kabupaten Kendal,2018,9.84,353127,94.7,6.02,KENDAL
3325,Kabupaten Batang,2018,8.69,256549,66.1,4.2,BATANG
3326,Kabupaten Pekalongan,2018,10.06,361297,89.5,4.36,PEKALONGAN
3327,Kabupaten Pemalang,2018,16.04,351183,208.3,6.17,PEMALANG
3328,Kabupaten Tegal,2018,7.94,332298,114.1,8.24,TEGAL
3329,Kabupaten Brebes,2018,17.17,405932,309.2,7.2,BREBES
3371,Kota Magelang,2018,7.87,476582,9.6,4.78,KOTA MAGELANG
3372,Kota Surakarta,2018,9.08,464063,47.0,4.35,SURAKARTA
3373,Kota Salatiga,2018,4.84,380856,9.2,4.23,SALATIGA
3374,Kota Semarang,2018,4.14,427511,73.6,5.21,KOTA SEMARANG
3375,Kota Pekalongan,2018,6.75,415172,20.5,6.08,KOTA PEKALONGAN
3376,Kota Tegal,2018,7.81,455488,19.4,7.81,KOTA TEGAL
3301,Kabupaten Cilacap,2019,10.73,337572,185.2,7.24,CILACAP
3302,Kabupaten Banyumas,2019,12.53,385140,211.6,4.17,BANYUMAS
3303,Kabupaten Purbalingga,2019,15.03,355702,140.1,4.73,PURBALINGGA
3304,Kabupaten Banjarnegara,2019,14.76,301792,136.1,4.44,BANJARNEGARA
3305,Kabupaten Kebumen,2019,16.82,362847,201.3,4.69,KEBUMEN
3306,Kabupaten Purworejo,2019,11.45,345458,82.2,2.91,PURWOREJO
3307,Kabupaten Wonosobo,2019,16.63,340827,131.3,3.43,WONOSOBO
3308,Kabupaten Magelang,2019,10.67,325921,137.4,3.07,MAGELANG
3309,Kabupaten Boyolali,2019,9.53,332996,93.7,3.09,BOYOLALI
3310,Kabupaten Klaten,2019,12.28,405537,144.1,3.54,KLATEN
3311,Kabupaten Sukoharjo,2019,7.14,377319,63.6,3.39,SUKOHARJO
3312,Kabupaten Wonogiri,2019,10.25,327364,98.3,2.55,WONOGIRI
3313,Kabupaten Karanganyar,2019,9.55,365151,84.5,3.12,KARANGANYAR
3314,Kabupaten Sragen,2019,12.79,335334,113.8,3.32,SRAGEN
3315,Kabupaten Grobogan,2019,11.77,375521,161.9,3.54,GROBOGAN
3316,Kabupaten Blora,2019,11.32,335837,97.9,3.82,BLORA
3317,Kabupaten Rembang,2019,14.95,384561,95.3,3.6,REMBANG
3318,Kabupaten Pati,2019,9.46,423922,119.0,3.64,PATI
3319,Kabupaten Kudus,2019,6.68,406470,58.0,3.8,KUDUS
3320,Kabupaten Jepara,2019,6.66,386693,83.5,2.92,JEPARA
3321,Kabupaten Demak,2019,11.86,411202,137.6,5.42,DEMAK
3322,Kabupaten Semarang,2019,7.04,377674,73.9,2.54,SEMARANG
3323,Kabupaten Temanggung,2019,9.42,310176,72.6,2.98,TEMANGGUNG
3324,Kabupaten Kendal,2019,9.41,369769,91.2,6.26,KENDAL
3325,Kabupaten Batang,2019,8.35,286116,64.1,4.11,BATANG
3326,Kabupaten Pekalongan,2019,9.71,382832,87.0,4.35,PEKALONGAN
3327,Kabupaten Pemalang,2019,15.41,372115,200.7,6.45,PEMALANG
3328,Kabupaten Tegal,2019,7.64,365334,109.9,8.12,TEGAL
3329,Kabupaten Brebes,2019,16.22,414642,293.2,7.39,BREBES
3371,Kota Magelang,2019,7.46,481282,9.1,4.37,KOTA MAGELANG
3372,Kota Surakarta,2019,8.7,473516,45.2,4.16,SURAKARTA
3373,Kota Salatiga,2019,4.76,418955,9.2,4.33,SALATIGA
3374,Kota Semarang,2019,3.98,474930,72.0,4.5,KOTA SEMARANG
3375,Kota Pekalongan,2019,6.6,425026,20.2,5.8,KOTA PEKALONGAN
3376,Kota Tegal,2019,7.47,465047,18.6,8.08,KOTA TEGAL
3301,Kabupaten Cilacap,2020,11.46,351735,198.6,9.1,CILACAP
3302,Kabupaten Banyumas,2020,13.26,406250,225.84,6.0,BANYUMAS
3303,Kabupaten Purbalingga,2020,15.9,375199,149.48,6.1,PURBALINGGA
3304,Kabupaten Banjarnegara,2020,15.64,318334,144.95,5.86,BANJARNEGARA
3305,Kabupaten Kebumen,2020,17.59,380557,211.09,6.07,KEBUMEN
3306,Kabupaten Purworejo,2020,11.78,364289,84.79,4.04,PURWOREJO
3307,Kabupaten Wonosobo,2020,17.36,362683,137.63,5.37,WONOSOBO
3308,Kabupaten Magelang,2020,11.27,342430,146.34,4.27,MAGELANG
3309,Kabupaten Boyolali,2020,10.18,347520,100.59,5.28,BOYOLALI
3310,Kabupaten Klaten,2020,12.89,419510,151.83,5.46,KLATEN
3311,Kabupaten Sukoharjo,2020,7.68,393776,68.89,6.93,SUKOHARJO
3312,Kabupaten Wonogiri,2020,10.86,341643,104.37,4.27,WONOGIRI
3313,Kabupaten Karanganyar,2020,10.28,385563,91.72,5.96,KARANGANYAR
3314,Kabupaten Sragen,2020,13.38,348890,119.38,4.75,SRAGEN
3315,Kabupaten Grobogan,2020,12.46,395001,172.26,4.5,GROBOGAN
3316,Kabupaten Blora,2020,11.96,353259,103.73,4.89,BLORA
3317,Kabupaten Rembang,2020,15.6,403932,100.08,4.83,REMBANG
3318,Kabupaten Pati,2020,10.08,445913,127.37,4.74,PATI
3319,Kabupaten Kudus,2020,7.31,429666,64.24,5.53,KUDUS
3320,Kabupaten Jepara,2020,7.17,407056,91.14,6.7,JEPARA
3321,Kabupaten Demak,2020,12.54,432533,146.87,7.31,DEMAK
3322,Kabupaten Semarang,2020,7.51,404455,79.88,4.57,SEMARANG
3323,Kabupaten Temanggung,2020,9.96,323705,77.33,3.85,TEMANGGUNG
3324,Kabupaten Kendal,2020,9.99,396691,97.49,7.56,KENDAL
3325,Kabupaten Batang,2020,9.13,309202,70.57,6.92,BATANG
3326,Kabupaten Pekalongan,2020,10.19,403662,91.86,6.97,PEKALONGAN
3327,Kabupaten Pemalang,2020,16.02,389209,209.03,7.64,PEMALANG
3328,Kabupaten Tegal,2020,8.14,390520,117.5,9.82,TEGAL
3329,Kabupaten Brebes,2020,17.03,431897,308.78,9.83,BREBES
3371,Kota Magelang,2020,7.58,522099,9.27,8.59,KOTA MAGELANG
3372,Kota Surakarta,2020,9.03,487445,47.03,7.92,SURAKARTA
3373,Kota Salatiga,2020,4.94,454154,9.69,7.44,SALATIGA
3374,Kota Semarang,2020,4.34,522691,79.58,9.57,KOTA SEMARANG
3375,Kota Pekalongan,2020,7.17,460789,22.16,7.02,KOTA PEKALONGAN
3376,Kota Tegal,2020,7.8,502031,19.55,8.4,KOTA TEGAL
3301,Kabupaten Cilacap,2021,11.67,363367,201.71,9.97,CILACAP
3302,Kabupaten Banyumas,2021,13.66,417086,232.91,6.05,BANYUMAS
3303,Kabupaten Purbalingga,2021,16.24,384183,153.08,6.05,PURBALINGGA
3304,Kabupaten Banjarnegara,2021,16.23,328679,150.19,5.86,BANJARNEGARA
3305,Kabupaten Kebumen,2021,17.83,390599,212.92,6.03,KEBUMEN
3306,Kabupaten Purworejo,2021,12.4,376127,88.8,3.59,PURWOREJO
3307,Kabupaten Wonosobo,2021,17.67,373474,139.67,5.26,WONOSOBO
3308,Kabupaten Magelang,2021,11.91,353608,154.91,5.03,MAGELANG
3309,Kabupaten Boyolali,2021,10.62,361922,104.82,5.09,BOYOLALI
3310,Kabupaten Klaten,2021,13.49,436896,158.23,5.48,KLATEN
3311,Kabupaten Sukoharjo,2021,8.23,410273,73.84,3.32,SUKOHARJO
3312,Kabupaten Wonogiri,2021,11.55,356728,110.46,2.43,WONOGIRI
3313,Kabupaten Karanganyar,2021,10.68,401542,95.41,5.89,KARANGANYAR
3314,Kabupaten Sragen,2021,13.83,363349,122.91,4.76,SRAGEN
3315,Kabupaten Grobogan,2021,12.74,404456,175.72,4.38,GROBOGAN
3316,Kabupaten Blora,2021,12.39,363649,107.05,3.81,BLORA
3317,Kabupaten Rembang,2021,15.8,414977,101.4,3.67,REMBANG
3318,Kabupaten Pati,2021,10.21,458616,128.74,4.6,PATI
3319,Kabupaten Kudus,2021,7.6,450992,67.06,3.77,KUDUS
3320,Kabupaten Jepara,2021,7.44,419028,95.22,4.23,JEPARA
3321,Kabupaten Demak,2021,12.92,445176,151.74,5.28,DEMAK
3322,Kabupaten Semarang,2021,7.82,416395,83.61,5.02,SEMARANG
3323,Kabupaten Temanggung,2021,10.17,336034,79.09,2.62,TEMANGGUNG
3324,Kabupaten Kendal,2021,10.24,407387,100.0,7.55,KENDAL
3325,Kabupaten Batang,2021,9.68,318330,74.91,6.59,BATANG
3326,Kabupaten Pekalongan,2021,10.57,416779,95.26,4.28,PEKALONGAN
3327,Kabupaten Pemalang,2021,16.56,401857,215.08,6.71,PEMALANG
3328,Kabupaten Tegal,2021,8.6,404655,123.52,9.97,TEGAL
3329,Kabupaten Brebes,2021,17.43,445853,314.95,9.78,BREBES
3371,Kota Magelang,2021,7.75,537783,9.44,8.73,KOTA MAGELANG
3372,Kota Surakarta,2021,9.4,511216,48.78,7.85,SURAKARTA
3373,Kota Salatiga,2021,5.14,480903,10.14,7.26,SALATIGA
3374,Kota Semarang,2021,4.56,543929,84.45,9.54,KOTA SEMARANG
3375,Kota Pekalongan,2021,7.59,480415,23.49,6.89,KOTA PEKALONGAN
3376,Kota Tegal,2021,8.12,523413,20.27,8.25,KOTA TEGAL
3301,Kabupaten Cilacap,2022,11.02,384955,190.96,9.62,CILACAP
3302,Kabupaten Banyumas,2022,12.84,441520,220.47,6.05,BANYUMAS
3303,Kabupaten Purbalingga,2022,15.3,407849,145.33,5.23,PURBALINGGA
3304,Kabupaten Banjarnegara,2022,15.2,351333,141.25,6.38,BANJARNEGARA
3305,Kabupaten Kebumen,2022,16.41,416004,196.16,5.92,KEBUMEN
3306,Kabupaten Purworejo,2022,11.53,393731,82.64,4.45,PURWOREJO
3307,Kabupaten Wonosobo,2022,16.17,399180,128.11,5.01,WONOSOBO
3308,Kabupaten Magelang,2022,11.09,377497,145.33,4.97,MAGELANG
3309,Kabupaten Boyolali,2022,9.82,383030,97.18,4.92,BOYOLALI
3310,Kabupaten Klaten,2022,12.33,458872,144.87,4.31,KLATEN
3311,Kabupaten Sukoharjo,2022,7.61,434318,68.72,2.47,SUKOHARJO
3312,Kabupaten Wonogiri,2022,10.99,376763,105.19,1.95,WONOGIRI
3313,Kabupaten Karanganyar,2022,9.85,424677,88.56,5.7,KARANGANYAR
3314,Kabupaten Sragen,2022,12.94,389265,115.14,4.69,SRAGEN
3315,Kabupaten Grobogan,2022,11.8,428597,163.2,4.4,GROBOGAN
3316,Kabupaten Blora,2022,11.53,390478,99.83,3.7,BLORA
3317,Kabupaten Rembang,2022,14.65,441482,94.56,1.76,REMBANG
3318,Kabupaten Pati,2022,9.33,486855,118.04,4.45,PATI
3319,Kabupaten Kudus,2022,7.41,482806,66.06,3.21,KUDUS
3320,Kabupaten Jepara,2022,6.88,442618,89.08,4.1,JEPARA
3321,Kabupaten Demak,2022,12.09,471818,143.01,6.11,DEMAK
3322,Kabupaten Semarang,2022,7.27,459151,78.6,4.81,SEMARANG
3323,Kabupaten Temanggung,2022,9.33,354012,73.04,2.54,TEMANGGUNG
3324,Kabupaten Kendal,2022,9.48,433864,93.03,7.34,KENDAL
3325,Kabupaten Batang,2022,8.98,341252,69.94,6.64,BATANG
3326,Kabupaten Pekalongan,2022,9.67,441765,87.53,3.23,PEKALONGAN
3327,Kabupaten Pemalang,2022,15.06,429549,195.84,6.63,PEMALANG
3328,Kabupaten Tegal,2022,7.9,434638,113.62,9.64,TEGAL
3329,Kabupaten Brebes,2022,16.05,472326,290.66,9.48,BREBES
3371,Kota Magelang,2022,7.1,575130,8.65,6.71,KOTA MAGELANG
3372,Kota Surakarta,2022,8.84,538441,45.94,5.83,SURAKARTA
3373,Kota Salatiga,2022,4.73,518815,9.45,5.58,SALATIGA
3374,Kota Semarang,2022,4.25,589598,79.87,7.6,KOTA SEMARANG
3375,Kota Pekalongan,2022,7.0,513243,21.81,4.98,KOTA PEKALONGAN
3376,Kota Tegal,2022,7.91,565826,19.78,6.68,KOTA TEGAL
3301,Kabupaten Cilacap,2023,10.99,419429,191.0,8.74,CILACAP
3302,Kabupaten Banyumas,2023,12.53,479027,216.5,6.35,BANYUMAS
3303,Kabupaten Purbalingga,2023,14.99,439208,143.41,5.61,PURBALINGGA
3304,Kabupaten Banjarnegara,2023,14.9,380046,138.99,6.26,BANJARNEGARA
3305,Kabupaten Kebumen,2023,16.34,451678,195.45,5.11,KEBUMEN
3306,Kabupaten Purworejo,2023,11.33,427622,81.28,4.02,PURWOREJO
3307,Kabupaten Wonosobo,2023,15.58,425105,123.7,4.95,WONOSOBO
3308,Kabupaten Magelang,2023,10.96,411129,144.49,4.42,MAGELANG
3309,Kabupaten Boyolali,2023,9.81,420339,97.48,4.05,BOYOLALI
3310,Kabupaten Klaten,2023,12.28,488102,144.43,4.2,KLATEN
3311,Kabupaten Sukoharjo,2023,7.58,476675,68.79,3.4,SUKOHARJO
3312,Kabupaten Wonogiri,2023,10.94,414901,104.82,1.92,WONOGIRI
3313,Kabupaten Karanganyar,2023,9.79,465703,88.64,4.35,KARANGANYAR
3314,Kabupaten Sragen,2023,12.87,426482,114.62,3.87,SRAGEN
3315,Kabupaten Grobogan,2023,11.72,464614,162.52,4.02,GROBOGAN
3316,Kabupaten Blora,2023,11.49,425135,99.61,3.1,BLORA
3317,Kabupaten Rembang,2023,14.17,477514,91.97,2.6,REMBANG
3318,Kabupaten Pati,2023,9.31,532545,118.18,4.29,PATI
3319,Kabupaten Kudus,2023,7.24,520830,65.16,3.25,KUDUS
3320,Kabupaten Jepara,2023,6.61,479131,86.75,3.35,JEPARA
3321,Kabupaten Demak,2023,12.01,511145,143.26,5.38,DEMAK
3322,Kabupaten Semarang,2023,7.17,498952,78.35,4.05,SEMARANG
3323,Kabupaten Temanggung,2023,9.26,388369,72.96,2.32,TEMANGGUNG
3324,Kabupaten Kendal,2023,9.39,465936,92.64,5.76,KENDAL
3325,Kabupaten Batang,2023,8.92,378858,69.97,6.06,BATANG
3326,Kabupaten Pekalongan,2023,9.67,480934,87.93,3.25,PEKALONGAN
3327,Kabupaten Pemalang,2023,15.03,467204,195.57,6.55,PEMALANG
3328,Kabupaten Tegal,2023,7.3,470728,105.03,8.6,TEGAL
3329,Kabupaten Brebes,2023,15.78,513339,286.14,8.98,BREBES
3371,Kota Magelang,2023,6.11,602794,7.45,5.25,KOTA MAGELANG
3372,Kota Surakarta,2023,8.44,600953,43.89,4.58,SURAKARTA
3373,Kota Salatiga,2023,4.66,565031,9.41,4.57,SALATIGA
3374,Kota Semarang,2023,4.23,642456,80.53,5.99,KOTA SEMARANG
3375,Kota Pekalongan,2023,6.81,565998,21.36,5.02,KOTA PEKALONGAN
3376,Kota Tegal,2023,7.68,623617,19.22,6.05,KOTA TEGAL
3301,Kabupaten Cilacap,2024,10.68,441093,186.08,7.83,CILACAP
3302,Kabupaten Banyumas,2024,11.95,500861,207.78,6.18,BANYUMAS
3303,Kabupaten Purbalingga,2024,14.18,460870,136.72,4.96,PURBALINGGA
3304,Kabupaten Banjarnegara,2024,14.71,398344,137.68,5.57,BANJARNEGARA
3305,Kabupaten Kebumen,2024,15.71,471824,187.95,5.07,KEBUMEN
3306,Kabupaten Purworejo,2024,10.87,459253,78.02,3.89,PURWOREJO
3307,Kabupaten Wonosobo,2024,15.28,456351,121.49,4.02,WONOSOBO
3308,Kabupaten Magelang,2024,10.83,431289,143.8,3.55,MAGELANG
3309,Kabupaten Boyolali,2024,9.63,442071,95.96,3.16,BOYOLALI
3310,Kabupaten Klaten,2024,12.04,505826,141.84,3.97,KLATEN
3311,Kabupaten Sukoharjo,2024,7.47,501693,68.15,3.65,SUKOHARJO
3312,Kabupaten Wonogiri,2024,10.71,443563,102.57,2.4,WONOGIRI
3313,Kabupaten Karanganyar,2024,9.59,491551,87.37,3.47,KARANGANYAR
3314,Kabupaten Sragen,2024,12.41,453663,110.65,3.53,SRAGEN
3315,Kabupaten Grobogan,2024,11.43,489208,159.0,3.23,GROBOGAN
3316,Kabupaten Blora,2024,11.42,464959,99.14,3.67,BLORA
3317,Kabupaten Rembang,2024,14.02,518607,91.45,2.84,REMBANG
3318,Kabupaten Pati,2024,9.17,559499,116.84,3.87,PATI
3319,Kabupaten Kudus,2024,7.23,550075,65.69,3.19,KUDUS
3320,Kabupaten Jepara,2024,6.09,503832,80.84,3.34,JEPARA
3321,Kabupaten Demak,2024,11.89,535134,142.91,4.75,DEMAK
3322,Kabupaten Semarang,2024,6.96,520639,76.87,3.73,SEMARANG
3323,Kabupaten Temanggung,2024,8.67,416086,68.77,2.35,TEMANGGUNG
3324,Kabupaten Kendal,2024,9.35,488940,92.7,5.01,KENDAL
3325,Kabupaten Batang,2024,8.73,412196,68.85,5.67,BATANG
3326,Kabupaten Pekalongan,2024,8.95,505520,81.72,3.3,PEKALONGAN
3327,Kabupaten Pemalang,2024,14.92,493593,194.2,6.63,PEMALANG
3328,Kabupaten Tegal,2024,6.81,497315,98.02,7.53,TEGAL
3329,Kabupaten Brebes,2024,15.6,542495,283.28,8.35,BREBES
3371,Kota Magelang,2024,5.94,626614,7.25,4.4,KOTA MAGELANG
3372,Kota Surakarta,2024,8.31,638102,43.28,4.61,SURAKARTA
3373,Kota Salatiga,2024,4.57,596659,9.33,3.86,SALATIGA
3374,Kota Semarang,2024,4.03,671936,77.79,5.82,KOTA SEMARANG
3375,Kota Pekalongan,2024,6.71,605312,21.16,4.91,KOTA PEKALONGAN
3376,Kota Tegal,2024,7.64,664922,19.17,5.88,KOTA TEGAL
3301,Kabupaten Cilacap,2025,9.41,469174,164.22,7.4,CILACAP
3302,Kabupaten Banyumas,2025,11.15,529310,194.87,6.26,BANYUMAS
3303,Kabupaten Purbalingga,2025,12.55,491091,121.8,4.83,PURBALINGGA
3304,Kabupaten Banjarnegara,2025,13.28,424316,124.66,5.39,BANJARNEGARA
3305,Kabupaten Kebumen,2025,13.58,502841,162.54,4.95,KEBUMEN
3306,Kabupaten Purworejo,2025,10.06,496812,72.18,3.72,PURWOREJO
3307,Kabupaten Wonosobo,2025,13.34,486105,106.29,3.99,WONOSOBO
3308,Kabupaten Magelang,2025,9.9,454591,132.21,3.52,MAGELANG
3309,Kabupaten Boyolali,2025,8.71,464627,86.97,2.97,BOYOLALI
3310,Kabupaten Klaten,2025,11.0,533141,129.68,3.88,KLATEN
3311,Kabupaten Sukoharjo,2025,6.83,536779,62.66,4.32,SUKOHARJO
3312,Kabupaten Wonogiri,2025,9.59,479566,91.9,2.16,WONOGIRI
3313,Kabupaten Karanganyar,2025,8.48,523407,77.66,3.26,KARANGANYAR
3314,Kabupaten Sragen,2025,11.22,482828,100.08,3.49,SRAGEN
3315,Kabupaten Grobogan,2025,10.63,526238,148.1,3.12,GROBOGAN
3316,Kabupaten Blora,2025,10.58,492105,92.01,3.61,BLORA
3317,Kabupaten Rembang,2025,13.01,550265,85.32,2.9,REMBANG
3318,Kabupaten Pati,2025,8.24,598600,105.27,3.71,PATI
3319,Kabupaten Kudus,2025,6.59,576195,60.37,3.23,KUDUS
3320,Kabupaten Jepara,2025,5.79,535150,77.67,3.3,JEPARA
3321,Kabupaten Demak,2025,10.87,569035,131.47,4.58,DEMAK
3322,Kabupaten Semarang,2025,6.3,558501,70.29,3.63,SEMARANG
3323,Kabupaten Temanggung,2025,7.78,443089,62.05,2.31,TEMANGGUNG
3324,Kabupaten Kendal,2025,8.4,521061,83.73,4.6,KENDAL
3325,Kabupaten Batang,2025,7.79,436936,61.75,5.07,BATANG
3326,Kabupaten Pekalongan,2025,8.05,538371,73.8,3.24,PEKALONGAN
3327,Kabupaten Pemalang,2025,13.32,530254,173.38,6.61,PEMALANG
3328,Kabupaten Tegal,2025,6.16,516933,88.7,7.61,TEGAL
3329,Kabupaten Brebes,2025,14.15,563762,257.29,8.07,BREBES
3371,Kota Magelang,2025,5.68,662129,6.93,4.31,KOTA MAGELANG
3372,Kota Surakarta,2025,7.69,678315,40.08,4.5,SURAKARTA
3373,Kota Salatiga,2025,4.2,630119,8.66,3.67,SALATIGA
3374,Kota Semarang,2025,3.8,709785,74.36,5.65,KOTA SEMARANG
3375,Kota Pekalongan,2025,6.14,639402,19.49,4.83,KOTA PEKALONGAN
3376,Kota Tegal,2025,7.28,702113,18.27,5.82,KOTA TEGAL
